atomic_nation;원자폭탄 보유국;Nation that possesses Atomic Weapons;;;;;;;;x
atomic_nation;원자폭탄 보유국;Nation that possesses Atomic Weapons;;;;;;;;x
hydrogen_nation;수소폭탄 보유국;Nation that possesses Thermonuclear Weapons;;;;;;;;x
sub_bomb_title;핵잠수함 입수;Acquire Submarine Nuclear Delivery Means;;;;;;;;x
air_bomb_title;전략폭격기 입수;Acquire Bomber Nuclear Delivery Means;;;;;;;;x
icbm_bomb_title;대륙간탄도미사일 입수;Acquire ICBM Nuclear Delivery Means;;;;;;;;x
sub_bomb_desc;잠수함발사탄도미사일은 잠수함에서 발사하는 탄도미사일입니다. 보통 현대식으로 변형을 거쳐 핵탄두를 탑재했으며, 발사한 미사일 한발이 여러 목표물을 타격할 수 있는 다탄두 각개목표 재돌입미사일을 여럿 탑재합니다. 잠수함발사탄도미사일은 잠수함발사 순항미사일과는 다른 방식으로 운용됩니다. 현대의 잠수함발사탄도미사일은 대륙간 탄도미사일(사거리 5500km 이상)과 밀접한 관련이 있으며, 서로 같은 무기군에 속하기도 합니다.;A submarine-launched ballistic missile (SLBM) is a ballistic missile capable of being launched from submarines. Modern variants usually deliver multiple independently targetable reentry vehicles (MIRVs) each of which carries a nuclear warhead and allows a single launched missile to strike several targets. Submarine-launched ballistic missiles operate in a different way from submarine-launched cruise missiles. Modern submarine-launched ballistic missiles are closely related to intercontinental ballistic missiles (range of over 5,500 kilometres (3,000 nmi)), and in many cases SLBMs and ICBMs may be part of the same family of weapons.;;;;;;;;x
air_bomb_desc;중력투하는 비행기에서 떨어뜨리도록 설계돼있어 비행 도중 무기가 진동과 기압 변화를 견뎌야 합니다. 초기 무기는 안전성을 위해 탈착식 코어를 가졌었으며, 비행 중 항공 승무원이 삽입하거나 조립했고, 순간적인 폭발을 막기 위해 여러 안전사항을 충족해야 했습니다.;Gravity bombs are designed to be dropped from planes, which requires that the weapon be able to withstand vibrations and changes in air temperature and pressure during the course of a flight. Early weapons often had a removable core for safety, known as in flight insertion (IFI) cores, being inserted or assembled by the air crew during flight. They had to meet safety conditions, to prevent accidental detonation or dropping. A variety of types also had to have a fuse to initiate detonation.;;;;;;;;x
icbm_bomb_desc;대륙간탄도미사일은 주로 핵무기 운반용으로 설계된 최소 사거리가 5,500km인 탄도미사일입니다. 물론 재래식, 화학무기, 생물무기도 운반할 수 있지만, 실전에 배치하는 경우는 없습니다. 현대식 설계 대부분은 다탄두 각개목표 재돌입미사일을 지원해서 하나의 미사일이 여러 탄두를 탑재하고 각각 다른 목표물을 타격할 수 있게 만듭니다.;An intercontinental ballistic missile (ICBM) is a guided ballistic missile with a minimum range of 5,500 kilometres (3,400 mi) primarily designed for nuclear weapons delivery (delivering one or more thermonuclear warheads). Similarly, conventional, chemical, and biological weapons can also be delivered with varying effectiveness, but have never been deployed on ICBMs. Most modern designs support multiple independently targetable reentry vehicles (MIRVs), allowing a single missile to carry several warheads, each of which can strike a different target.;;;;;;;;x
sub_bomb;잠수함 핵운반수단 소유;Possess Submarine Nuclear Delivery Means;;;;;;;;x
air_bomb;폭격기 핵운반수단 소유;Possess Bomber Nuclear Delivery Means;;;;;;;;x
icbm_bomb;대륙간탄도미사일 핵운반수단 소유;Possess ICBM Nuclear Delivery Means;;;;;;;;x
develop_the_atomic_bomb_title;원자폭탄 개발;Develop the Atomic Bomb;;;;;;;;x
develop_the_atomic_bomb_desc;원자폭탄은 일반적으로 핵분열 반응을 통해 폭발하는 무기들을 가리킵니다. 핵융합무기와 마찬가지로 원자의 핵에서 에너지가 나오므로 오랫동안 잘못된 명칭으로 주목받았습니다. 핵분열무기는 핵분열 물질(농축 우라늄 또는 플루토늄)의 덩어리를 다른 물질에 쏘거나("화포식" 방법), 폭발성 렌즈로 압축해 기하급수적으로 증가하는 핵연쇄반응을 시작하거나, 화학적 폭발물을 사용하여 원래 밀도의 몇 배까지 방출하는데("폭발식" 방법) 필요한만큼 초임계질량으로 모읍니다. 후자의 접근법은 전자에 비해 정교하지만, 핵분열물질이 플루토늄일 경우에만 사용할 수 있습니다.;Weapons whose explosive output is exclusively from fission reactions are commonly referred to as atomic bombs or atom bombs (abbreviated as A-bombs). This has long been noted as something of a misnomer, as their energy comes from the nucleus of the atom, just as it does with fusion weapons. In fission weapons, a mass of fissile material (enriched uranium or plutonium) is assembled into a supercritical mass뾲he amount of material needed to start an exponentially growing nuclear chain reaction뾢ither by shooting one piece of sub-critical material into another (the "gun" method) or by compressing using explosive lenses a sub-critical sphere of material using chemical explosives to many times its original density (the "implosion" method). The latter approach is considered more sophisticated than the former and only the latter approach can be used if the fissile material is plutonium.;;;;;;;;x
develop_the_hydrogen_bomb_title;수소폭탄 개발;Develop the Hydrogen Bomb;;;;;;;;x
develop_the_hydrogen_bomb_desc;수소폭탄은 일반적으로 중수소 및 삼중수소의 핵융합 반응에 의존하는 핵융합무기들을 가리킵니다. 이러한 무기들은 모두 핵분열을 통해 상당한 에너지를 얻습니다. 핵분열 반응은 핵융합 반응의 '방아쇠'이며, 핵융합 반응 자체가 추가적인 핵분열 반응을 촉발하기 때문입니다.;Such fusion weapons are generally referred to as thermonuclear weapons or more colloquially as hydrogen bombs (abbreviated as H-bombs), as they rely on fusion reactions between isotopes of hydrogen (deuterium and tritium). All such weapons derive a significant portion, and sometimes a majority, of their energy from fission. This is because a fission reaction is required as a "trigger" for the fusion reactions, and the fusion reactions can themselves trigger additional fission reactions.;;;;;;;;x
develop_atomic_bomb;원자폭탄 개발 중;Developing the Atomic Bomb;;;;;;;;x
develop_hydrogen_bomb;수소폭탄 개발 중;Developing the Hydrogen Bomb;;;;;;;;x
EVTDESC1400038;1955년 9월 14일 엘리자베스 2세 여왕은 대브리튼과 북아일랜드 연합왕국 및 기타 영토들의 여왕이자, 영연방의 수장, 신앙의 수호자에 대한 신의 은혜로써 바이달호에서 내려 로칼섬에 상륙했습니다. 그들은 유니언잭을 게양했고 여왕 폐하가 섬의 소유자 됐습니다. [서명] 1955년 9월 18일, R.H 코넬 대위, 비달호;By authority of Her Majesty Queen Elizabeth II, by the Grace of God of the United Kingdom of Great Britain and Northern Ireland and of her other realms and territories Queen, Head of the Commonwealth, Defender of the Faith, and in accordance with Her Majesty's instructions dated the 14th day of September, 1955, a landing was effected this day upon this island of Rockall from HMS Vidal. The Union flag was hoisted and possession of the island was taken in the name of Her Majesty. [Signed] R H Connell, Captain, HMS Vidal, 18 September 1955.;;;;;;;;x
claimrockall_title;로칼 영유권 주장;Claim Rockall;;;;;;;;x
claimrockall_desc;최초의 동기는 영국 최초의 유도핵무기 '코포럴'의 시험 발사였습니다. 해당 미사일은 남유이스트에서 북대서양 상공으로 발사할 예정이었습니다. 하지만 국방부는 섬에 영유권이 없다면 소련이 해당 시험을 염탐할 기회를 제공할 것으로 우려했습니다. 결과적으로 1955년 4월 영국은 해군에게 섬이 외국 관측자들의 전초기지가 되지 않도록 점령하고 영국의 주권을 선언하라는 요청을 보냈습니다.;The initial incentive was the test-firing of the UK's first guided nuclear weapon, the American-made Corporal missile. The missile was to be launched from South Uist and over the North Atlantic. The Ministry of Defence was concerned that the unclaimed island would provide an opportunity for the Soviet Union to spy on the test. Consequently, in April 1955 a request was sent to the Admiralty to seize the island and declare UK sovereignty lest it become an outpost for foreign observers.;;;;;;;;x
changenvorder_title;국가제일가치 변경 - 질서;Change our National Value to Order;;;;;;;;x
changenvliberty_title;국가제일가치 변경 - 자유;Change our National Value to Liberty;;;;;;;;x
changenvequality_title;국가제일가치 변경 - 평등;Change our National Value to Equality;;;;;;;;x
changenvmeritocracy_title;국가제일가치 변경 - 실력;Change our National Value to Meritocracy;;;;;;;;x
changenvorder_desc;권위주의적 체제는 강력한 중앙집중과 제한된 정치적 자유가 특징인 정부의 한 형태입니다. 1964년 후안 린즈는 권위주의적인 정치 체제를 네 가지로 특징지었습니다. 1)제한적인 정치적 다원주의. 2)합법성에 기초해 정당, 이익단체와 같은 정치기관 및 집단에 제약을 가합니다. 3)정권을 저개발이나 반란과 같은 "인식하기 편한 사회문제들"에 대한 필요악처럼 보이려 합니다. 4)최소한의 사회적 동원만으로 정치적 반대자들을 억압합니다.;Authoritarianism is a form of government characterized by strong central power and limited political freedoms. Juan Linz's influential 1964 description of authoritarianism characterized authoritarian political systems by four qualities: limited political pluralism that is, such regimes place constraints on political institutions and groups like legislatures, political parties and interest groups a basis for legitimacy based on emotion, especially the identification of the regime as a necessary evil to combat "easily recognizable societal problems" such as underdevelopment or insurgency; minimal social mobilization most often caused by constraints on the public such as suppression of political opponents and anti-regime activity informally defined executive power with often vague and shifting powers;;;;;;;;x
